"isTs"	"is1stLast"	"prevCol"	"del.t"	"condName"
"289"	TRUE	"l"	"GSM421964"	30	"GSM421966"
"290"	TRUE	"f"	NA	0	"GSM421963"
"291"	TRUE	"m"	"GSM421963"	30	"GSM421965"
"292"	TRUE	"l"	"GSM421965"	30	"GSM421967"
"293"	TRUE	"f"	NA	0	"GSM421968"
"294"	TRUE	"m"	"GSM421968"	30	"GSM421970"
"295"	TRUE	"l"	"GSM421970"	30	"GSM421972"
"296"	TRUE	"f"	NA	0	"GSM421969"
"297"	TRUE	"m"	"GSM421969"	30	"GSM421971"
"298"	TRUE	"l"	"GSM421971"	30	"GSM421973"
"300"	TRUE	"f"	NA	0	"GSM421976"
"301"	TRUE	"l"	"GSM421976"	30	"GSM421978"
"304"	FALSE	"e"	NA	0	"GSM421979"
"308"	FALSE	"e"	NA	0	"GSM434019"
"333"	FALSE	"e"	NA	0	"GSM554211"
"335"	FALSE	"e"	NA	0	"GSM554212"
"343"	FALSE	"e"	NA	0	"GSM554216"
"349"	FALSE	"e"	NA	0	"GSM554219"
"351"	FALSE	"e"	NA	0	"GSM554220"
"364"	FALSE	"e"	NA	0	"GSM567786"
"368"	TRUE	"f"	NA	0	"GSM596853"
"369"	TRUE	"m"	"GSM596853"	45	"GSM596855"
"370"	TRUE	"m"	"GSM596855"	45	"GSM596856"
"371"	TRUE	"l"	"GSM596856"	90	"GSM596854"
"372"	TRUE	"f"	NA	0	"GSM596857"
"373"	TRUE	"m"	"GSM596857"	45	"GSM596859"
"374"	TRUE	"m"	"GSM596859"	45	"GSM596860"
"375"	TRUE	"l"	"GSM596860"	90	"GSM596858"
"376"	TRUE	"f"	NA	0	"GSM596861"
"378"	TRUE	"m"	"GSM596861"	90	"GSM596864"
"379"	TRUE	"l"	"GSM596864"	90	"GSM596862"
"380"	TRUE	"f"	NA	0	"GSM596865"
"382"	TRUE	"m"	"GSM596865"	90	"GSM596868"
"383"	TRUE	"l"	"GSM596868"	90	"GSM596866"
"384"	TRUE	"f"	NA	0	"GSM596869"
"385"	TRUE	"m"	"GSM596869"	45	"GSM596871"
"386"	TRUE	"m"	"GSM596871"	45	"GSM596872"
"387"	TRUE	"l"	"GSM596872"	90	"GSM596870"
"388"	TRUE	"f"	NA	0	"GSM596873"
"389"	TRUE	"m"	"GSM596873"	45	"GSM596875"
"390"	TRUE	"m"	"GSM596875"	45	"GSM596876"
"391"	TRUE	"l"	"GSM596876"	90	"GSM596874"
"392"	TRUE	"f"	NA	0	"GSM614229"
"393"	TRUE	"m"	"GSM614229"	15	"GSM614231"
"394"	TRUE	"l"	"GSM614231"	30	"GSM614233"
"395"	TRUE	"f"	NA	0	"GSM614230"
"396"	TRUE	"m"	"GSM614230"	15	"GSM614232"
"397"	TRUE	"l"	"GSM614232"	30	"GSM614234"
"398"	TRUE	"f"	NA	0	"GSM614235"
"399"	TRUE	"m"	"GSM614235"	15	"GSM614237"
"400"	TRUE	"l"	"GSM614237"	30	"GSM614239"
"401"	TRUE	"f"	NA	0	"GSM614236"
"402"	TRUE	"m"	"GSM614236"	15	"GSM614238"
"403"	TRUE	"l"	"GSM614238"	30	"GSM614240"
"404"	TRUE	"f"	NA	0	"GSM614241"
"405"	TRUE	"m"	"GSM614241"	15	"GSM614243"
"406"	TRUE	"l"	"GSM614243"	30	"GSM614245"
"409"	FALSE	"e"	NA	0	"GSM614246"
"412"	FALSE	"e"	NA	0	"GSM630778"
"413"	TRUE	"f"	NA	0	"GSM630779"
"414"	TRUE	"m"	"GSM630779"	15	"GSM630780"
"415"	TRUE	"l"	"GSM630780"	30	"GSM630781"
"416"	TRUE	"f"	NA	0	"GSM630782"
"418"	TRUE	"l"	"GSM630782"	45	"GSM630784"
"419"	TRUE	"f"	NA	0	"GSM673317"
"420"	TRUE	"m"	"GSM673317"	15	"GSM673320"
"421"	TRUE	"m"	"GSM673320"	20	"GSM673323"
"422"	TRUE	"l"	"GSM673323"	20	"GSM673326"
"425"	TRUE	"f"	NA	0	"GSM673324"
"426"	TRUE	"l"	"GSM673324"	20	"GSM673327"
"427"	TRUE	"f"	NA	0	"GSM673319"
"428"	TRUE	"m"	"GSM673319"	15	"GSM673322"
"429"	TRUE	"m"	"GSM673322"	20	"GSM673325"
"430"	TRUE	"l"	"GSM673325"	20	"GSM673328"
"481"	FALSE	"e"	NA	0	"GSM826840"
"485"	FALSE	"e"	NA	0	"GSM842092"
"488"	FALSE	"e"	NA	0	"GSM842093"
"491"	FALSE	"e"	NA	0	"GSM842099"
"511"	TRUE	"f"	NA	0	"GSM1374163"
"512"	TRUE	"m"	"GSM1374163"	20	"GSM1374164"
"527"	TRUE	"m"	"GSM1374164"	300	"GSM1374179"
"528"	TRUE	"l"	"GSM1374179"	20	"GSM1374180"
"529"	TRUE	"f"	NA	0	"GSM1374181"
"537"	TRUE	"m"	"GSM1374181"	90	"GSM1374189"
"538"	TRUE	"m"	"GSM1374189"	20	"GSM1374190"
"539"	TRUE	"m"	"GSM1374190"	20	"GSM1374191"
"540"	TRUE	"m"	"GSM1374191"	20	"GSM1374192"
"541"	TRUE	"m"	"GSM1374192"	20	"GSM1374193"
"542"	TRUE	"m"	"GSM1374193"	20	"GSM1374194"
"543"	TRUE	"m"	"GSM1374194"	20	"GSM1374195"
"544"	TRUE	"l"	"GSM1374195"	20	"GSM1374196"
"554"	TRUE	"f"	NA	0	"GSM1374206"
"555"	TRUE	"m"	"GSM1374206"	20	"GSM1374207"
"556"	TRUE	"m"	"GSM1374207"	20	"GSM1374208"
"557"	TRUE	"m"	"GSM1374208"	20	"GSM1374209"
"558"	TRUE	"m"	"GSM1374209"	20	"GSM1374210"
"559"	TRUE	"m"	"GSM1374210"	20	"GSM1374211"
"560"	TRUE	"l"	"GSM1374211"	20	"GSM1374212"
"568"	TRUE	"f"	NA	0	"GSM1374220"
"569"	TRUE	"m"	"GSM1374220"	15	"GSM1374221"
"570"	TRUE	"m"	"GSM1374221"	15	"GSM1374222"
"571"	TRUE	"m"	"GSM1374222"	15	"GSM1374223"
"572"	TRUE	"m"	"GSM1374223"	5	"GSM1374230"
"573"	TRUE	"m"	"GSM1374230"	10	"GSM1374224"
"574"	TRUE	"m"	"GSM1374224"	15	"GSM1374225"
"575"	TRUE	"m"	"GSM1374225"	15	"GSM1374226"
"576"	TRUE	"m"	"GSM1374226"	15	"GSM1374227"
"577"	TRUE	"m"	"GSM1374227"	15	"GSM1374228"
"578"	TRUE	"l"	"GSM1374228"	15	"GSM1374229"
"585"	TRUE	"f"	NA	0	"GSM1374237"
"586"	TRUE	"m"	"GSM1374237"	15	"GSM1374238"
"587"	TRUE	"m"	"GSM1374238"	15	"GSM1374239"
"588"	TRUE	"m"	"GSM1374239"	15	"GSM1374240"
"589"	TRUE	"m"	"GSM1374240"	15	"GSM1374241"
"590"	TRUE	"m"	"GSM1374241"	5	"GSM1374248"
"591"	TRUE	"m"	"GSM1374248"	10	"GSM1374242"
"592"	TRUE	"m"	"GSM1374242"	15	"GSM1374243"
"593"	TRUE	"m"	"GSM1374243"	15	"GSM1374244"
"594"	TRUE	"m"	"GSM1374244"	15	"GSM1374245"
"595"	TRUE	"m"	"GSM1374245"	15	"GSM1374246"
"596"	TRUE	"l"	"GSM1374246"	15	"GSM1374247"
"604"	TRUE	"f"	NA	0	"GSM1374256"
"605"	TRUE	"m"	"GSM1374256"	18	"GSM1374257"
"606"	TRUE	"m"	"GSM1374257"	18	"GSM1374258"
"607"	TRUE	"m"	"GSM1374258"	18	"GSM1374259"
"608"	TRUE	"m"	"GSM1374259"	18	"GSM1374260"
"609"	TRUE	"m"	"GSM1374260"	18	"GSM1374261"
"610"	TRUE	"m"	"GSM1374261"	18	"GSM1374262"
"611"	TRUE	"m"	"GSM1374262"	18	"GSM1374263"
"612"	TRUE	"m"	"GSM1374263"	18	"GSM1374264"
"613"	TRUE	"m"	"GSM1374264"	18	"GSM1374265"
"614"	TRUE	"m"	"GSM1374265"	18	"GSM1374266"
"615"	TRUE	"m"	"GSM1374266"	18	"GSM1374267"
"616"	TRUE	"l"	"GSM1374267"	18	"GSM1374268"
"623"	TRUE	"f"	NA	0	"GSM1374275"
"624"	TRUE	"m"	"GSM1374275"	18	"GSM1374276"
"625"	TRUE	"m"	"GSM1374276"	18	"GSM1374277"
"626"	TRUE	"m"	"GSM1374277"	18	"GSM1374278"
"627"	TRUE	"m"	"GSM1374278"	18	"GSM1374279"
"628"	TRUE	"m"	"GSM1374279"	18	"GSM1374280"
"629"	TRUE	"m"	"GSM1374280"	18	"GSM1374281"
"630"	TRUE	"m"	"GSM1374281"	18	"GSM1374282"
"631"	TRUE	"m"	"GSM1374282"	18	"GSM1374283"
"632"	TRUE	"m"	"GSM1374283"	18	"GSM1374284"
"633"	TRUE	"m"	"GSM1374284"	18	"GSM1374285"
"634"	TRUE	"m"	"GSM1374285"	18	"GSM1374286"
"635"	TRUE	"m"	"GSM1374286"	18	"GSM1374287"
"636"	TRUE	"l"	"GSM1374287"	18	"GSM1374288"
"637"	TRUE	"f"	NA	0	"GSM1374289"
"644"	TRUE	"m"	"GSM1374289"	126	"GSM1374296"
"645"	TRUE	"m"	"GSM1374296"	18	"GSM1374297"
"646"	TRUE	"m"	"GSM1374297"	18	"GSM1374298"
"647"	TRUE	"m"	"GSM1374298"	18	"GSM1374299"
"648"	TRUE	"m"	"GSM1374299"	18	"GSM1374300"
"649"	TRUE	"m"	"GSM1374300"	18	"GSM1374301"
"650"	TRUE	"m"	"GSM1374301"	18	"GSM1374302"
"651"	TRUE	"m"	"GSM1374302"	18	"GSM1374303"
"652"	TRUE	"m"	"GSM1374303"	18	"GSM1374304"
"653"	TRUE	"m"	"GSM1374304"	18	"GSM1374305"
"654"	TRUE	"m"	"GSM1374305"	18	"GSM1374306"
"655"	TRUE	"m"	"GSM1374306"	18	"GSM1374307"
"656"	TRUE	"l"	"GSM1374307"	18	"GSM1374308"
"658"	FALSE	"e"	NA	0	"GSM344188"
"660"	FALSE	"e"	NA	0	"GSM344190"
"662"	FALSE	"e"	NA	0	"GSM344192"
"664"	FALSE	"e"	NA	0	"GSM344194"
"666"	FALSE	"e"	NA	0	"GSM344196"
"668"	FALSE	"e"	NA	0	"GSM344198"
"670"	FALSE	"e"	NA	0	"GSM344200"
"672"	FALSE	"e"	NA	0	"GSM344202"
"674"	FALSE	"e"	NA	0	"GSM344204"
"676"	FALSE	"e"	NA	0	"GSM344206"
"678"	FALSE	"e"	NA	0	"GSM344208"
"680"	FALSE	"e"	NA	0	"GSM344210"
"721"	TRUE	"f"	NA	0	"GSM661239"
"722"	TRUE	"m"	"GSM661239"	5	"GSM661240"
"723"	TRUE	"m"	"GSM661240"	5	"GSM661241"
"724"	TRUE	"m"	"GSM661241"	5	"GSM661242"
"725"	TRUE	"m"	"GSM661242"	10	"GSM661243"
"726"	TRUE	"m"	"GSM661243"	10	"GSM661244"
"727"	TRUE	"l"	"GSM661244"	10	"GSM661245"
"728"	TRUE	"f"	NA	0	"GSM661246"
"729"	TRUE	"m"	"GSM661246"	5	"GSM661247"
"730"	TRUE	"m"	"GSM661247"	5	"GSM661248"
"731"	TRUE	"m"	"GSM661248"	5	"GSM661249"
"732"	TRUE	"m"	"GSM661249"	10	"GSM661250"
"733"	TRUE	"m"	"GSM661250"	10	"GSM661251"
"734"	TRUE	"l"	"GSM661251"	10	"GSM661252"
"736"	TRUE	"f"	NA	0	"GSM661254"
"737"	TRUE	"m"	"GSM661254"	20	"GSM661255"
"738"	TRUE	"m"	"GSM661255"	40	"GSM661256"
"739"	TRUE	"m"	"GSM661256"	20	"GSM661257"
"740"	TRUE	"m"	"GSM661257"	20	"GSM661258"
"741"	TRUE	"m"	"GSM661258"	20	"GSM661259"
"742"	TRUE	"l"	"GSM661259"	40	"GSM661260"
"744"	TRUE	"f"	NA	0	"GSM661262"
"745"	TRUE	"m"	"GSM661262"	20	"GSM661263"
"746"	TRUE	"m"	"GSM661263"	40	"GSM661264"
"747"	TRUE	"m"	"GSM661264"	20	"GSM661265"
"748"	TRUE	"m"	"GSM661265"	20	"GSM661266"
"749"	TRUE	"m"	"GSM661266"	20	"GSM661267"
"750"	TRUE	"l"	"GSM661267"	40	"GSM661268"
"751"	TRUE	"f"	NA	0	"GSM661269"
"752"	TRUE	"m"	"GSM661269"	5	"GSM661270"
"753"	TRUE	"m"	"GSM661270"	5	"GSM661271"
"754"	TRUE	"m"	"GSM661271"	10	"GSM661272"
"755"	TRUE	"m"	"GSM661272"	10	"GSM661273"
"756"	TRUE	"l"	"GSM661273"	10	"GSM661274"
"758"	TRUE	"f"	NA	0	"GSM661276"
"759"	TRUE	"m"	"GSM661276"	5	"GSM661277"
"760"	TRUE	"m"	"GSM661277"	5	"GSM661278"
"761"	TRUE	"m"	"GSM661278"	10	"GSM661279"
"762"	TRUE	"m"	"GSM661279"	10	"GSM661280"
"763"	TRUE	"l"	"GSM661280"	10	"GSM661281"
"765"	TRUE	"f"	NA	0	"GSM661283"
"766"	TRUE	"m"	"GSM661283"	5	"GSM661284"
"767"	TRUE	"m"	"GSM661284"	5	"GSM661285"
"768"	TRUE	"m"	"GSM661285"	10	"GSM661286"
"769"	TRUE	"m"	"GSM661286"	10	"GSM661287"
"770"	TRUE	"m"	"GSM661287"	10	"GSM661288"
"771"	TRUE	"l"	"GSM661288"	10	"GSM661289"
"772"	TRUE	"f"	NA	0	"GSM661290"
"773"	TRUE	"m"	"GSM661290"	5	"GSM661291"
"774"	TRUE	"m"	"GSM661291"	5	"GSM661292"
"775"	TRUE	"m"	"GSM661292"	10	"GSM661293"
"776"	TRUE	"m"	"GSM661293"	10	"GSM661294"
"777"	TRUE	"m"	"GSM661294"	10	"GSM661295"
"778"	TRUE	"l"	"GSM661295"	10	"GSM661296"
"892"	TRUE	"f"	NA	0	"GSM816750"
"893"	TRUE	"m"	"GSM816750"	20	"GSM816751"
"898"	TRUE	"m"	"GSM816751"	100	"GSM816756"
"899"	TRUE	"m"	"GSM816756"	20	"GSM816757"
"900"	TRUE	"m"	"GSM816757"	20	"GSM816758"
"901"	TRUE	"m"	"GSM816758"	20	"GSM816759"
"902"	TRUE	"m"	"GSM816759"	20	"GSM816760"
"903"	TRUE	"m"	"GSM816760"	20	"GSM816761"
"904"	TRUE	"m"	"GSM816761"	20	"GSM816762"
"905"	TRUE	"l"	"GSM816762"	20	"GSM816763"
"907"	TRUE	"f"	NA	0	"GSM816765"
"908"	TRUE	"m"	"GSM816765"	20	"GSM816766"
"909"	TRUE	"m"	"GSM816766"	20	"GSM816767"
"910"	TRUE	"m"	"GSM816767"	20	"GSM816768"
"912"	TRUE	"m"	"GSM816768"	40	"GSM816770"
"913"	TRUE	"m"	"GSM816770"	20	"GSM816771"
"915"	TRUE	"m"	"GSM816771"	40	"GSM816773"
"916"	TRUE	"m"	"GSM816773"	20	"GSM816774"
"917"	TRUE	"m"	"GSM816774"	20	"GSM816775"
"918"	TRUE	"m"	"GSM816775"	20	"GSM816776"
"919"	TRUE	"m"	"GSM816776"	20	"GSM816777"
"920"	TRUE	"m"	"GSM816777"	20	"GSM816778"
"921"	TRUE	"m"	"GSM816778"	20	"GSM816779"
"922"	TRUE	"m"	"GSM816779"	20	"GSM816780"
"923"	TRUE	"l"	"GSM816780"	20	"GSM816781"
"925"	TRUE	"f"	NA	0	"GSM816783"
"926"	TRUE	"m"	"GSM816783"	15	"GSM816784"
"927"	TRUE	"m"	"GSM816784"	15	"GSM816785"
"928"	TRUE	"m"	"GSM816785"	15	"GSM816786"
"929"	TRUE	"m"	"GSM816786"	15	"GSM816787"
"930"	TRUE	"m"	"GSM816787"	15	"GSM816788"
"931"	TRUE	"m"	"GSM816788"	15	"GSM816789"
"932"	TRUE	"m"	"GSM816789"	15	"GSM816790"
"933"	TRUE	"m"	"GSM816790"	15	"GSM816791"
"934"	TRUE	"m"	"GSM816791"	15	"GSM816792"
"935"	TRUE	"m"	"GSM816792"	15	"GSM816793"
"936"	TRUE	"m"	"GSM816793"	15	"GSM816794"
"937"	TRUE	"m"	"GSM816794"	15	"GSM816795"
"938"	TRUE	"l"	"GSM816795"	15	"GSM816796"
"963"	TRUE	"f"	NA	0	"GSM1160045"
"964"	TRUE	"l"	"GSM1160045"	60	"GSM1160048"
"965"	TRUE	"f"	NA	0	"GSM1160046"
"966"	TRUE	"l"	"GSM1160046"	60	"GSM1160049"
"967"	TRUE	"f"	NA	0	"GSM1160047"
"968"	TRUE	"l"	"GSM1160047"	60	"GSM1160050"
"971"	TRUE	"f"	NA	0	"GSM1227266"
"972"	TRUE	"m"	"GSM1227266"	720	"GSM1227269"
"974"	TRUE	"l"	"GSM1227269"	2880	"GSM1227275"
"979"	TRUE	"f"	NA	0	"GSM1227267"
"980"	TRUE	"m"	"GSM1227267"	720	"GSM1227270"
"982"	TRUE	"l"	"GSM1227270"	2880	"GSM1227276"
"987"	TRUE	"f"	NA	0	"GSM1227268"
"988"	TRUE	"m"	"GSM1227268"	720	"GSM1227271"
"990"	TRUE	"l"	"GSM1227271"	2880	"GSM1227277"
"1021"	TRUE	"f"	NA	0	"GSM1327173"
"1022"	TRUE	"l"	"GSM1327173"	60	"GSM1327179"
"1023"	TRUE	"f"	NA	0	"GSM1327175"
"1024"	TRUE	"l"	"GSM1327175"	60	"GSM1327181"
"1025"	TRUE	"f"	NA	0	"GSM1327177"
"1026"	TRUE	"l"	"GSM1327177"	60	"GSM1327183"
"1097"	FALSE	"e"	NA	0	"GSM1015516"
"1098"	FALSE	"e"	NA	0	"GSM1015517"
"1099"	FALSE	"e"	NA	0	"GSM1015518"
"1100"	FALSE	"e"	NA	0	"GSM1015519"
"1101"	FALSE	"e"	NA	0	"GSM1015520"
"1102"	FALSE	"e"	NA	0	"GSM1015521"
"1103"	FALSE	"e"	NA	0	"GSM1021233"
"1104"	FALSE	"e"	NA	0	"GSM1021234"
"1105"	FALSE	"e"	NA	0	"GSM1021235"
"1106"	FALSE	"e"	NA	0	"GSM1021236"
"1107"	FALSE	"e"	NA	0	"GSM1021237"
"1108"	FALSE	"e"	NA	0	"GSM1021238"
"1154"	FALSE	"e"	NA	0	"GSM1155294"
"1155"	FALSE	"e"	NA	0	"GSM1155295"
"1158"	FALSE	"e"	NA	0	"GSM1155298"
"1162"	FALSE	"e"	NA	0	"GSM1155302"
"1170"	FALSE	"e"	NA	0	"GSM1155310"
"1171"	FALSE	"e"	NA	0	"GSM1155311"
"1190"	FALSE	"e"	NA	0	"GSM116821"
"1191"	FALSE	"e"	NA	0	"GSM116822"
"1192"	FALSE	"e"	NA	0	"GSM116823"
"1193"	FALSE	"e"	NA	0	"GSM116824"
"1194"	FALSE	"e"	NA	0	"GSM116825"
"1195"	FALSE	"e"	NA	0	"GSM116826"
"1199"	FALSE	"e"	NA	0	"GSM1215193"
"1200"	FALSE	"e"	NA	0	"GSM1215194"
"1201"	FALSE	"e"	NA	0	"GSM1215195"
"1225"	FALSE	"e"	NA	0	"GSM1232975"
"1226"	FALSE	"e"	NA	0	"GSM1232976"
"1227"	FALSE	"e"	NA	0	"GSM1232977"
"1230"	FALSE	"e"	NA	0	"GSM1232980"
"1264"	FALSE	"e"	NA	0	"GSM1282758"
"1265"	FALSE	"e"	NA	0	"GSM1282759"
"1266"	FALSE	"e"	NA	0	"GSM1282760"
"1267"	FALSE	"e"	NA	0	"GSM1313452"
"1268"	FALSE	"e"	NA	0	"GSM1313453"
"1269"	FALSE	"e"	NA	0	"GSM1313454"
"1276"	FALSE	"e"	NA	0	"GSM1323015"
"1277"	FALSE	"e"	NA	0	"GSM1323016"
"1278"	FALSE	"e"	NA	0	"GSM1323017"
"1286"	FALSE	"e"	NA	0	"GSM1323025"
"1291"	FALSE	"e"	NA	0	"GSM1323030"
"1292"	FALSE	"e"	NA	0	"GSM1323031"
"1293"	FALSE	"e"	NA	0	"GSM1323032"
"1360"	FALSE	"e"	NA	0	"GSM1440286"
"1361"	FALSE	"e"	NA	0	"GSM1440287"
"1362"	FALSE	"e"	NA	0	"GSM1440288"
"1372"	FALSE	"e"	NA	0	"GSM1500720"
"1373"	FALSE	"e"	NA	0	"GSM1500721"
"1374"	FALSE	"e"	NA	0	"GSM1500722"
"1377"	FALSE	"e"	NA	0	"GSM1500725"
"1378"	FALSE	"e"	NA	0	"GSM1500726"
"1379"	FALSE	"e"	NA	0	"GSM1500727"
"1380"	FALSE	"e"	NA	0	"GSM1500728"
"1381"	FALSE	"e"	NA	0	"GSM1500729"
"1382"	FALSE	"e"	NA	0	"GSM1500730"
"1383"	FALSE	"e"	NA	0	"GSM1500731"
"1384"	FALSE	"e"	NA	0	"GSM1500732"
"1385"	FALSE	"e"	NA	0	"GSM1500733"
"1388"	FALSE	"e"	NA	0	"GSM1500736"
"1389"	FALSE	"e"	NA	0	"GSM1500737"
"1390"	FALSE	"e"	NA	0	"GSM1500738"
"1391"	FALSE	"e"	NA	0	"GSM1500739"
"1392"	FALSE	"e"	NA	0	"GSM1500740"
"1393"	FALSE	"e"	NA	0	"GSM1500741"
"1394"	FALSE	"e"	NA	0	"GSM1500742"
"1395"	FALSE	"e"	NA	0	"GSM1500743"
"1396"	FALSE	"e"	NA	0	"GSM1500744"
"1397"	FALSE	"e"	NA	0	"GSM1500745"
"1398"	FALSE	"e"	NA	0	"GSM1500746"
"1399"	FALSE	"e"	NA	0	"GSM1500747"
"1400"	FALSE	"e"	NA	0	"GSM1500748"
"1411"	FALSE	"e"	NA	0	"GSM1507485"
"1412"	FALSE	"e"	NA	0	"GSM1507486"
"1413"	FALSE	"e"	NA	0	"GSM1507487"
"1415"	FALSE	"e"	NA	0	"GSM1507489"
"1416"	FALSE	"e"	NA	0	"GSM1507490"
"1419"	FALSE	"e"	NA	0	"GSM1507493"
"1421"	FALSE	"e"	NA	0	"GSM1507495"
"1422"	FALSE	"e"	NA	0	"GSM1507496"
"1423"	FALSE	"e"	NA	0	"GSM1507497"
"1424"	FALSE	"e"	NA	0	"GSM1507498"
"1425"	FALSE	"e"	NA	0	"GSM1507499"
"1426"	FALSE	"e"	NA	0	"GSM1507500"
"1427"	FALSE	"e"	NA	0	"GSM1507501"
"1428"	FALSE	"e"	NA	0	"GSM1507502"
"1429"	FALSE	"e"	NA	0	"GSM1507503"
"1430"	FALSE	"e"	NA	0	"GSM1507504"
"1431"	FALSE	"e"	NA	0	"GSM1507505"
"1432"	FALSE	"e"	NA	0	"GSM1507506"
"1433"	FALSE	"e"	NA	0	"GSM1507507"
"1434"	FALSE	"e"	NA	0	"GSM1507508"
"1435"	FALSE	"e"	NA	0	"GSM1507509"
"1436"	FALSE	"e"	NA	0	"GSM1507510"
"1437"	FALSE	"e"	NA	0	"GSM1507511"
"1477"	FALSE	"e"	NA	0	"GSM248451"
"1480"	FALSE	"e"	NA	0	"GSM248454"
"1482"	FALSE	"e"	NA	0	"GSM248456"
"1504"	FALSE	"e"	NA	0	"GSM284873"
"1510"	FALSE	"e"	NA	0	"GSM290989"
"1511"	FALSE	"e"	NA	0	"GSM290990"
"1512"	FALSE	"e"	NA	0	"GSM290991"
"1525"	FALSE	"e"	NA	0	"GSM291115"
"1526"	FALSE	"e"	NA	0	"GSM291116"
"1527"	FALSE	"e"	NA	0	"GSM291117"
"1532"	FALSE	"e"	NA	0	"GSM291439"
