"isTs"	"is1stLast"	"prevCol"	"del.t"	"condName"
"718"	TRUE	"m"	"GSM564473"	300	"GSM564474"
"719"	TRUE	"m"	"GSM564474"	960	"GSM564475"
"720"	TRUE	"l"	"GSM564475"	3300	"GSM564476"
"779"	TRUE	"f"	NA	0	"GSM743945"
"780"	TRUE	"m"	"GSM743945"	4.0002	"GSM743946"
"785"	TRUE	"m"	"GSM743946"	19.9998	"GSM743951"
"786"	TRUE	"m"	"GSM743951"	4.0002	"GSM743952"
"787"	TRUE	"m"	"GSM743952"	3.9996	"GSM743953"
"788"	TRUE	"m"	"GSM743953"	4.0002	"GSM743954"
"789"	TRUE	"m"	"GSM743954"	4.0002	"GSM743955"
"790"	TRUE	"m"	"GSM743955"	3.9996	"GSM743956"
"791"	TRUE	"m"	"GSM743956"	4.0002	"GSM743957"
"792"	TRUE	"m"	"GSM743957"	4.0002	"GSM743958"
"793"	TRUE	"m"	"GSM743958"	3.9996	"GSM743959"
"794"	TRUE	"m"	"GSM743959"	4.0002	"GSM743960"
"795"	TRUE	"m"	"GSM743960"	4.0002	"GSM743961"
"796"	TRUE	"m"	"GSM743961"	3.9996	"GSM743962"
"797"	TRUE	"m"	"GSM743962"	4.0002	"GSM743963"
"798"	TRUE	"m"	"GSM743963"	4.0002	"GSM743964"
"799"	TRUE	"m"	"GSM743964"	3.9996	"GSM743965"
"800"	TRUE	"m"	"GSM743965"	4.0002	"GSM743966"
"801"	TRUE	"m"	"GSM743966"	4.0002	"GSM743967"
"802"	TRUE	"m"	"GSM743967"	3.9996	"GSM743968"
"803"	TRUE	"m"	"GSM743968"	4.0002	"GSM743969"
"804"	TRUE	"m"	"GSM743969"	4.0002	"GSM743970"
"805"	TRUE	"m"	"GSM743970"	3.9996	"GSM743971"
"806"	TRUE	"m"	"GSM743971"	4.0001844	"GSM743972"
"807"	TRUE	"m"	"GSM743972"	3.999999	"GSM743973"
"808"	TRUE	"m"	"GSM743973"	3.999999	"GSM743974"
"809"	TRUE	"l"	"GSM743974"	3.999999	"GSM743975"
"811"	TRUE	"f"	NA	0	"GSM743977"
"812"	TRUE	"m"	"GSM743977"	4.99998	"GSM743978"
"813"	TRUE	"m"	"GSM743978"	5.00004	"GSM743979"
"814"	TRUE	"m"	"GSM743979"	4.99998	"GSM743980"
"815"	TRUE	"m"	"GSM743980"	4.99998	"GSM743981"
"816"	TRUE	"m"	"GSM743981"	5.00004	"GSM743982"
"817"	TRUE	"m"	"GSM743982"	4.99998	"GSM743983"
"818"	TRUE	"m"	"GSM743983"	4.99998	"GSM743984"
"819"	TRUE	"m"	"GSM743984"	5.00004	"GSM743985"
"820"	TRUE	"m"	"GSM743985"	4.99998	"GSM743986"
"821"	TRUE	"m"	"GSM743986"	4.99998	"GSM743987"
"822"	TRUE	"m"	"GSM743987"	5.00004	"GSM743988"
"823"	TRUE	"m"	"GSM743988"	4.99998	"GSM743989"
"824"	TRUE	"m"	"GSM743989"	4.99998	"GSM743990"
"825"	TRUE	"m"	"GSM743990"	5.00004	"GSM743991"
"826"	TRUE	"m"	"GSM743991"	4.99998	"GSM743992"
"831"	TRUE	"m"	"GSM743992"	25.00002	"GSM743997"
"832"	TRUE	"m"	"GSM743997"	4.99998	"GSM743998"
"833"	TRUE	"m"	"GSM743998"	4.99998	"GSM743999"
"834"	TRUE	"m"	"GSM743999"	5.00004	"GSM744000"
"835"	TRUE	"m"	"GSM744000"	4.99998	"GSM744001"
"836"	TRUE	"m"	"GSM744001"	4.99998	"GSM744002"
"837"	TRUE	"m"	"GSM744002"	5.00004	"GSM744003"
"838"	TRUE	"m"	"GSM744003"	4.99998	"GSM744004"
"839"	TRUE	"m"	"GSM744004"	4.99998	"GSM744005"
"840"	TRUE	"m"	"GSM744005"	5.00004	"GSM744006"
"841"	TRUE	"m"	"GSM744006"	4.99998	"GSM744007"
"842"	TRUE	"m"	"GSM744007"	4.99998	"GSM744008"
"843"	TRUE	"m"	"GSM744008"	5.00004	"GSM744009"
"844"	TRUE	"m"	"GSM744009"	4.99998	"GSM744010"
"845"	TRUE	"m"	"GSM744010"	4.99998	"GSM744011"
"846"	TRUE	"m"	"GSM744011"	5.00004	"GSM744012"
"847"	TRUE	"m"	"GSM744012"	4.99998	"GSM744013"
"848"	TRUE	"m"	"GSM744013"	4.99998	"GSM744014"
"849"	TRUE	"m"	"GSM744014"	5.00004	"GSM744015"
"850"	TRUE	"m"	"GSM744015"	4.99998	"GSM744016"
"851"	TRUE	"m"	"GSM744016"	4.99998	"GSM744017"
"852"	TRUE	"m"	"GSM744017"	5.00004	"GSM744018"
"853"	TRUE	"m"	"GSM744018"	4.99998	"GSM744019"
"854"	TRUE	"m"	"GSM744019"	4.99998	"GSM744020"
"855"	TRUE	"m"	"GSM744020"	5.00004	"GSM744021"
"856"	TRUE	"m"	"GSM744021"	4.99998	"GSM744022"
"857"	TRUE	"m"	"GSM744022"	4.99998	"GSM744023"
"858"	TRUE	"m"	"GSM744023"	5.00004	"GSM744024"
"859"	TRUE	"l"	"GSM744024"	4.99998	"GSM744025"
"860"	TRUE	"f"	NA	0	"GSM744026"
"864"	TRUE	"m"	"GSM744026"	16.2	"GSM744030"
"865"	TRUE	"m"	"GSM744030"	4.2	"GSM744031"
"866"	TRUE	"m"	"GSM744031"	3.6	"GSM744032"
"867"	TRUE	"m"	"GSM744032"	4.2	"GSM744033"
"868"	TRUE	"m"	"GSM744033"	4.2	"GSM744034"
"869"	TRUE	"m"	"GSM744034"	3.6	"GSM744035"
"870"	TRUE	"m"	"GSM744035"	4.2	"GSM744036"
"871"	TRUE	"m"	"GSM744036"	4.2	"GSM744037"
"872"	TRUE	"m"	"GSM744037"	3.6	"GSM744038"
"873"	TRUE	"m"	"GSM744038"	4.2	"GSM744039"
"874"	TRUE	"m"	"GSM744039"	4.2	"GSM744040"
"875"	TRUE	"m"	"GSM744040"	3.6	"GSM744041"
"876"	TRUE	"m"	"GSM744041"	4.2	"GSM744042"
"877"	TRUE	"m"	"GSM744042"	4.2	"GSM744043"
"878"	TRUE	"m"	"GSM744043"	3.6	"GSM744044"
"879"	TRUE	"m"	"GSM744044"	4.2	"GSM744045"
"880"	TRUE	"m"	"GSM744045"	4.2	"GSM744046"
"881"	TRUE	"m"	"GSM744046"	3.6	"GSM744047"
"882"	TRUE	"m"	"GSM744047"	4.2	"GSM744048"
"883"	TRUE	"m"	"GSM744048"	4.2	"GSM744049"
"884"	TRUE	"m"	"GSM744049"	3.6	"GSM744050"
"885"	TRUE	"m"	"GSM744050"	4.2	"GSM744051"
"886"	TRUE	"m"	"GSM744051"	4.2	"GSM744052"
"887"	TRUE	"m"	"GSM744052"	3.6	"GSM744053"
"888"	TRUE	"m"	"GSM744053"	4.2	"GSM744054"
"889"	TRUE	"m"	"GSM744054"	4.2	"GSM744055"
"890"	TRUE	"l"	"GSM744055"	3.6	"GSM744056"
"1028"	TRUE	"f"	NA	0	"GSM1338360"
"1030"	TRUE	"l"	"GSM1338360"	11520	"GSM1338366"
"1032"	TRUE	"f"	NA	0	"GSM1338361"
"1034"	TRUE	"l"	"GSM1338361"	11520	"GSM1338367"
"1036"	TRUE	"f"	NA	0	"GSM1338362"
"1038"	TRUE	"l"	"GSM1338362"	11520	"GSM1338368"
"1079"	FALSE	"e"	NA	0	"GSM1005272"
"1080"	FALSE	"e"	NA	0	"GSM1005273"
"1081"	FALSE	"e"	NA	0	"GSM1005274"
"1082"	FALSE	"e"	NA	0	"GSM1005275"
"1083"	FALSE	"e"	NA	0	"GSM1005276"
"1084"	FALSE	"e"	NA	0	"GSM1005277"
"1085"	FALSE	"e"	NA	0	"GSM1005278"
"1086"	FALSE	"e"	NA	0	"GSM1005279"
"1087"	FALSE	"e"	NA	0	"GSM1005280"
"1088"	FALSE	"e"	NA	0	"GSM1005281"
"1089"	FALSE	"e"	NA	0	"GSM1005282"
"1090"	FALSE	"e"	NA	0	"GSM1005283"
"1091"	FALSE	"e"	NA	0	"GSM1005284"
"1092"	FALSE	"e"	NA	0	"GSM1005285"
"1093"	FALSE	"e"	NA	0	"GSM1005286"
"1094"	FALSE	"e"	NA	0	"GSM1005287"
"1095"	FALSE	"e"	NA	0	"GSM1005288"
"1096"	FALSE	"e"	NA	0	"GSM1005289"
"1113"	FALSE	"e"	NA	0	"GSM106371"
"1114"	FALSE	"e"	NA	0	"GSM106372"
"1115"	FALSE	"e"	NA	0	"GSM106373"
"1116"	FALSE	"e"	NA	0	"GSM106374"
"1117"	FALSE	"e"	NA	0	"GSM106375"
"1118"	FALSE	"e"	NA	0	"GSM106376"
"1152"	FALSE	"e"	NA	0	"GSM1155292"
"1153"	FALSE	"e"	NA	0	"GSM1155293"
"1160"	FALSE	"e"	NA	0	"GSM1155300"
"1168"	FALSE	"e"	NA	0	"GSM1155308"
"1169"	FALSE	"e"	NA	0	"GSM1155309"
"1174"	FALSE	"e"	NA	0	"GSM1155314"
"1175"	FALSE	"e"	NA	0	"GSM1155315"
"1178"	FALSE	"e"	NA	0	"GSM1155318"
"1182"	FALSE	"e"	NA	0	"GSM1155322"
"1183"	FALSE	"e"	NA	0	"GSM1155323"
"1366"	FALSE	"e"	NA	0	"GSM144220"
"1367"	FALSE	"e"	NA	0	"GSM144221"
"1368"	FALSE	"e"	NA	0	"GSM144222"
"1369"	FALSE	"e"	NA	0	"GSM144223"
"1370"	FALSE	"e"	NA	0	"GSM144224"
"1371"	FALSE	"e"	NA	0	"GSM144225"
"1476"	FALSE	"e"	NA	0	"GSM248450"
"1479"	FALSE	"e"	NA	0	"GSM248453"
"1481"	FALSE	"e"	NA	0	"GSM248455"
"1562"	FALSE	"e"	NA	0	"GSM307424"
"1563"	FALSE	"e"	NA	0	"GSM307425"
"1564"	FALSE	"e"	NA	0	"GSM307426"
"1568"	FALSE	"e"	NA	0	"GSM307469"
"1569"	FALSE	"e"	NA	0	"GSM307491"
"1570"	FALSE	"e"	NA	0	"GSM307492"
"1571"	FALSE	"e"	NA	0	"GSM312527"
"1572"	FALSE	"e"	NA	0	"GSM312528"
"1573"	FALSE	"e"	NA	0	"GSM312529"
"1574"	FALSE	"e"	NA	0	"GSM312530"
"1575"	FALSE	"e"	NA	0	"GSM312531"
"1576"	FALSE	"e"	NA	0	"GSM312532"
"1577"	FALSE	"e"	NA	0	"GSM312533"
"1578"	FALSE	"e"	NA	0	"GSM312534"
"1579"	FALSE	"e"	NA	0	"GSM312535"
"1580"	FALSE	"e"	NA	0	"GSM312536"
"1581"	FALSE	"e"	NA	0	"GSM312537"
"1582"	FALSE	"e"	NA	0	"GSM312538"
"1583"	FALSE	"e"	NA	0	"GSM312539"
"1584"	FALSE	"e"	NA	0	"GSM312540"
"1585"	FALSE	"e"	NA	0	"GSM312541"
"1586"	FALSE	"e"	NA	0	"GSM312542"
"1587"	FALSE	"e"	NA	0	"GSM312543"
"1588"	FALSE	"e"	NA	0	"GSM312544"
"1589"	FALSE	"e"	NA	0	"GSM312545"
"1590"	FALSE	"e"	NA	0	"GSM312546"
"1591"	FALSE	"e"	NA	0	"GSM312547"
"1592"	FALSE	"e"	NA	0	"GSM312548"
"1745"	FALSE	"e"	NA	0	"GSM442202"
"1748"	FALSE	"e"	NA	0	"GSM442205"
"1749"	FALSE	"e"	NA	0	"GSM442206"
"1764"	FALSE	"e"	NA	0	"GSM446621"
"1765"	FALSE	"e"	NA	0	"GSM446622"
"1792"	FALSE	"e"	NA	0	"GSM457288"
"1793"	FALSE	"e"	NA	0	"GSM457289"
"1794"	FALSE	"e"	NA	0	"GSM457290"
"1795"	FALSE	"e"	NA	0	"GSM457291"
"1796"	FALSE	"e"	NA	0	"GSM457292"
"1797"	FALSE	"e"	NA	0	"GSM457293"
"1798"	FALSE	"e"	NA	0	"GSM457294"
"1799"	FALSE	"e"	NA	0	"GSM457295"
"1800"	FALSE	"e"	NA	0	"GSM457296"
"1801"	FALSE	"e"	NA	0	"GSM457297"
"1802"	FALSE	"e"	NA	0	"GSM457298"
"1918"	FALSE	"e"	NA	0	"GSM505688"
"1919"	FALSE	"e"	NA	0	"GSM505689"
"1920"	FALSE	"e"	NA	0	"GSM505690"
"1921"	FALSE	"e"	NA	0	"GSM505691"
"1922"	FALSE	"e"	NA	0	"GSM505692"
"1923"	FALSE	"e"	NA	0	"GSM505693"
"1924"	FALSE	"e"	NA	0	"GSM505694"
"1925"	FALSE	"e"	NA	0	"GSM505695"
"1926"	FALSE	"e"	NA	0	"GSM505696"
"1939"	FALSE	"e"	NA	0	"GSM516818"
"1941"	FALSE	"e"	NA	0	"GSM516820"
"1943"	FALSE	"e"	NA	0	"GSM516822"
"1945"	FALSE	"e"	NA	0	"GSM516824"
"1946"	FALSE	"e"	NA	0	"GSM516825"
"1947"	FALSE	"e"	NA	0	"GSM516826"
"1948"	FALSE	"e"	NA	0	"GSM516827"
"1949"	FALSE	"e"	NA	0	"GSM516828"
"1950"	FALSE	"e"	NA	0	"GSM516829"
"1951"	FALSE	"e"	NA	0	"GSM517167"
"1952"	FALSE	"e"	NA	0	"GSM517168"
"1953"	FALSE	"e"	NA	0	"GSM517169"
"1954"	FALSE	"e"	NA	0	"GSM517170"
"1955"	FALSE	"e"	NA	0	"GSM517171"
"1956"	FALSE	"e"	NA	0	"GSM517172"
"1957"	FALSE	"e"	NA	0	"GSM517173"
"1958"	FALSE	"e"	NA	0	"GSM517174"
"1959"	FALSE	"e"	NA	0	"GSM517175"
"1960"	FALSE	"e"	NA	0	"GSM517176"
"1961"	FALSE	"e"	NA	0	"GSM517177"
"1962"	FALSE	"e"	NA	0	"GSM517178"
"1963"	FALSE	"e"	NA	0	"GSM517179"
"1964"	FALSE	"e"	NA	0	"GSM517180"
"1965"	FALSE	"e"	NA	0	"GSM517181"
"1966"	FALSE	"e"	NA	0	"GSM517182"
"1967"	FALSE	"e"	NA	0	"GSM517183"
"1968"	FALSE	"e"	NA	0	"GSM517184"
"1969"	FALSE	"e"	NA	0	"GSM517185"
"1970"	FALSE	"e"	NA	0	"GSM517186"
"1971"	FALSE	"e"	NA	0	"GSM517187"
"1972"	FALSE	"e"	NA	0	"GSM517188"
"1973"	FALSE	"e"	NA	0	"GSM517189"
"1974"	FALSE	"e"	NA	0	"GSM517190"
"1976"	FALSE	"e"	NA	0	"GSM530136"
"1979"	FALSE	"e"	NA	0	"GSM530139"
"1980"	FALSE	"e"	NA	0	"GSM530140"
"1985"	FALSE	"e"	NA	0	"GSM530145"
"2003"	FALSE	"e"	NA	0	"GSM536876"
"2045"	FALSE	"e"	NA	0	"GSM546892"
"2046"	FALSE	"e"	NA	0	"GSM546893"
"2047"	FALSE	"e"	NA	0	"GSM546894"
"2048"	FALSE	"e"	NA	0	"GSM546895"
"2049"	FALSE	"e"	NA	0	"GSM546896"
"2050"	FALSE	"e"	NA	0	"GSM546897"
"2051"	FALSE	"e"	NA	0	"GSM546898"
"2052"	FALSE	"e"	NA	0	"GSM546899"
"2053"	FALSE	"e"	NA	0	"GSM546900"
"2054"	FALSE	"e"	NA	0	"GSM546901"
"2055"	FALSE	"e"	NA	0	"GSM546902"
"2056"	FALSE	"e"	NA	0	"GSM546903"
"2057"	FALSE	"e"	NA	0	"GSM546904"
"2058"	FALSE	"e"	NA	0	"GSM546905"
"2059"	FALSE	"e"	NA	0	"GSM546906"
"2060"	FALSE	"e"	NA	0	"GSM546907"
"2063"	FALSE	"e"	NA	0	"GSM550271"
"2064"	FALSE	"e"	NA	0	"GSM550272"
"2065"	FALSE	"e"	NA	0	"GSM550273"
"2066"	FALSE	"e"	NA	0	"GSM550274"
"2143"	FALSE	"e"	NA	0	"GSM596042"
"2144"	FALSE	"e"	NA	0	"GSM596043"
"2145"	FALSE	"e"	NA	0	"GSM596044"
"2149"	FALSE	"e"	NA	0	"GSM596048"
"2150"	FALSE	"e"	NA	0	"GSM596049"
"2151"	FALSE	"e"	NA	0	"GSM596050"
"2158"	FALSE	"e"	NA	0	"GSM601597"
"2159"	FALSE	"e"	NA	0	"GSM601598"
"2160"	FALSE	"e"	NA	0	"GSM601599"
"2161"	FALSE	"e"	NA	0	"GSM601600"
"2162"	FALSE	"e"	NA	0	"GSM601601"
"2163"	FALSE	"e"	NA	0	"GSM601602"
"2164"	FALSE	"e"	NA	0	"GSM601603"
"2165"	FALSE	"e"	NA	0	"GSM601604"
"2166"	FALSE	"e"	NA	0	"GSM601605"
"2170"	FALSE	"e"	NA	0	"GSM601609"
"2171"	FALSE	"e"	NA	0	"GSM601610"
"2172"	FALSE	"e"	NA	0	"GSM601611"
"2173"	FALSE	"e"	NA	0	"GSM601612"
"2174"	FALSE	"e"	NA	0	"GSM601613"
"2175"	FALSE	"e"	NA	0	"GSM601614"
"2176"	FALSE	"e"	NA	0	"GSM601615"
"2177"	FALSE	"e"	NA	0	"GSM601616"
"2178"	FALSE	"e"	NA	0	"GSM601617"
"2179"	FALSE	"e"	NA	0	"GSM601618"
"2181"	FALSE	"e"	NA	0	"GSM601620"
"2322"	FALSE	"e"	NA	0	"GSM671865"
"2323"	FALSE	"e"	NA	0	"GSM671866"
"2324"	FALSE	"e"	NA	0	"GSM671867"
"2325"	FALSE	"e"	NA	0	"GSM671868"
"2326"	FALSE	"e"	NA	0	"GSM671869"
"2327"	FALSE	"e"	NA	0	"GSM671870"
"2328"	FALSE	"e"	NA	0	"GSM671871"
"2329"	FALSE	"e"	NA	0	"GSM671872"
"2330"	FALSE	"e"	NA	0	"GSM671873"
"2331"	FALSE	"e"	NA	0	"GSM671874"
"2332"	FALSE	"e"	NA	0	"GSM671875"
"2333"	FALSE	"e"	NA	0	"GSM671876"
"2365"	FALSE	"e"	NA	0	"GSM713184"
"2496"	FALSE	"e"	NA	0	"GSM802331"
"2497"	FALSE	"e"	NA	0	"GSM802332"
"2498"	FALSE	"e"	NA	0	"GSM802333"
"2499"	FALSE	"e"	NA	0	"GSM802334"
"2500"	FALSE	"e"	NA	0	"GSM802335"
"2501"	FALSE	"e"	NA	0	"GSM802336"
"2502"	FALSE	"e"	NA	0	"GSM802337"
"2503"	FALSE	"e"	NA	0	"GSM802338"
"2504"	FALSE	"e"	NA	0	"GSM802339"
"2508"	FALSE	"e"	NA	0	"GSM802343"
"2509"	FALSE	"e"	NA	0	"GSM802344"
"2510"	FALSE	"e"	NA	0	"GSM802345"
"2511"	FALSE	"e"	NA	0	"GSM802346"
"2512"	FALSE	"e"	NA	0	"GSM802347"
"2513"	FALSE	"e"	NA	0	"GSM802348"
"2514"	FALSE	"e"	NA	0	"GSM802349"
"2515"	FALSE	"e"	NA	0	"GSM802350"
"2516"	FALSE	"e"	NA	0	"GSM802351"
"2517"	FALSE	"e"	NA	0	"GSM802352"
"2518"	FALSE	"e"	NA	0	"GSM802353"
"2519"	FALSE	"e"	NA	0	"GSM802354"
"2629"	FALSE	"e"	NA	0	"GSM881406"
"2630"	FALSE	"e"	NA	0	"GSM881407"
"2631"	FALSE	"e"	NA	0	"GSM881408"
"2632"	FALSE	"e"	NA	0	"GSM881409"
"2633"	FALSE	"e"	NA	0	"GSM881410"
"2634"	FALSE	"e"	NA	0	"GSM881411"
"2635"	FALSE	"e"	NA	0	"GSM881412"
"2636"	FALSE	"e"	NA	0	"GSM881413"
"2637"	FALSE	"e"	NA	0	"GSM881414"
"2638"	FALSE	"e"	NA	0	"GSM881415"
"2639"	FALSE	"e"	NA	0	"GSM881416"
"2640"	FALSE	"e"	NA	0	"GSM881417"
"2641"	FALSE	"e"	NA	0	"GSM881418"
"2661"	FALSE	"e"	NA	0	"GSM886626"
"2662"	FALSE	"e"	NA	0	"GSM886627"
"2663"	FALSE	"e"	NA	0	"GSM886628"
"2664"	FALSE	"e"	NA	0	"GSM886629"
"2665"	FALSE	"e"	NA	0	"GSM886630"
"2666"	FALSE	"e"	NA	0	"GSM886631"
"2670"	FALSE	"e"	NA	0	"GSM886635"
"2671"	FALSE	"e"	NA	0	"GSM886636"
"2672"	FALSE	"e"	NA	0	"GSM886637"
"2673"	FALSE	"e"	NA	0	"GSM886638"
"2674"	FALSE	"e"	NA	0	"GSM886639"
"2675"	FALSE	"e"	NA	0	"GSM886640"
"2676"	FALSE	"e"	NA	0	"GSM886641"
"2677"	FALSE	"e"	NA	0	"GSM886642"
"2678"	FALSE	"e"	NA	0	"GSM886643"
"2679"	FALSE	"e"	NA	0	"GSM886644"
"2680"	FALSE	"e"	NA	0	"GSM886645"
"2681"	FALSE	"e"	NA	0	"GSM886646"
"2682"	FALSE	"e"	NA	0	"GSM886647"
"2683"	FALSE	"e"	NA	0	"GSM886648"
"2684"	FALSE	"e"	NA	0	"GSM886649"
"2685"	FALSE	"e"	NA	0	"GSM886650"
"2686"	FALSE	"e"	NA	0	"GSM886651"
"2687"	FALSE	"e"	NA	0	"GSM886652"
"2688"	FALSE	"e"	NA	0	"GSM886653"
"2689"	FALSE	"e"	NA	0	"GSM886654"
"2690"	FALSE	"e"	NA	0	"GSM886655"
"2691"	FALSE	"e"	NA	0	"GSM886656"
"2692"	FALSE	"e"	NA	0	"GSM886657"
"2693"	FALSE	"e"	NA	0	"GSM886658"
"2801"	FALSE	"e"	NA	0	"GSM960665"
"2802"	FALSE	"e"	NA	0	"GSM960666"
"2826"	FALSE	"e"	NA	0	"GSM98273"
"2858"	FALSE	"e"	NA	0	"GSM992839"
"2911"	FALSE	"e"	NA	0	"GSM1627959"
