"isTs"	"is1stLast"	"prevCol"	"del.t"	"condName"
"531"	TRUE	"m"	"GSM1374182"	10	"GSM1374183"
"532"	TRUE	"m"	"GSM1374183"	10	"GSM1374184"
"533"	TRUE	"m"	"GSM1374184"	10	"GSM1374185"
"534"	TRUE	"m"	"GSM1374185"	10	"GSM1374186"
"535"	TRUE	"m"	"GSM1374186"	10	"GSM1374187"
"536"	TRUE	"l"	"GSM1374187"	10	"GSM1374188"
"546"	TRUE	"f"	NA	0	"GSM1374198"
"547"	TRUE	"m"	"GSM1374198"	10	"GSM1374199"
"548"	TRUE	"m"	"GSM1374199"	10	"GSM1374200"
"549"	TRUE	"m"	"GSM1374200"	10	"GSM1374201"
"550"	TRUE	"m"	"GSM1374201"	10	"GSM1374202"
"551"	TRUE	"m"	"GSM1374202"	10	"GSM1374203"
"552"	TRUE	"m"	"GSM1374203"	10	"GSM1374204"
"553"	TRUE	"l"	"GSM1374204"	10	"GSM1374205"
"561"	TRUE	"f"	NA	0	"GSM1374213"
"562"	TRUE	"m"	"GSM1374213"	15	"GSM1374214"
"563"	TRUE	"m"	"GSM1374214"	15	"GSM1374215"
"564"	TRUE	"m"	"GSM1374215"	15	"GSM1374216"
"565"	TRUE	"m"	"GSM1374216"	15	"GSM1374217"
"566"	TRUE	"m"	"GSM1374217"	15	"GSM1374218"
"567"	TRUE	"l"	"GSM1374218"	15	"GSM1374219"
"579"	TRUE	"f"	NA	0	"GSM1374231"
"580"	TRUE	"m"	"GSM1374231"	15	"GSM1374232"
"581"	TRUE	"m"	"GSM1374232"	15	"GSM1374233"
"582"	TRUE	"m"	"GSM1374233"	15	"GSM1374234"
"583"	TRUE	"m"	"GSM1374234"	15	"GSM1374235"
"584"	TRUE	"l"	"GSM1374235"	15	"GSM1374236"
"597"	TRUE	"f"	NA	0	"GSM1374249"
"598"	TRUE	"m"	"GSM1374249"	18	"GSM1374250"
"599"	TRUE	"m"	"GSM1374250"	18	"GSM1374251"
"600"	TRUE	"m"	"GSM1374251"	18	"GSM1374252"
"601"	TRUE	"m"	"GSM1374252"	18	"GSM1374253"
"602"	TRUE	"m"	"GSM1374253"	18	"GSM1374254"
"603"	TRUE	"l"	"GSM1374254"	18	"GSM1374255"
"617"	TRUE	"f"	NA	0	"GSM1374269"
"618"	TRUE	"m"	"GSM1374269"	18	"GSM1374270"
"619"	TRUE	"m"	"GSM1374270"	18	"GSM1374271"
"620"	TRUE	"m"	"GSM1374271"	18	"GSM1374272"
"621"	TRUE	"m"	"GSM1374272"	18	"GSM1374273"
"622"	TRUE	"l"	"GSM1374273"	18	"GSM1374274"
"638"	TRUE	"f"	NA	0	"GSM1374290"
"639"	TRUE	"m"	"GSM1374290"	18	"GSM1374291"
"640"	TRUE	"m"	"GSM1374291"	18	"GSM1374292"
"641"	TRUE	"m"	"GSM1374292"	18	"GSM1374293"
"642"	TRUE	"m"	"GSM1374293"	18	"GSM1374294"
"643"	TRUE	"l"	"GSM1374294"	18	"GSM1374295"
"657"	FALSE	"e"	NA	0	"GSM344187"
"659"	FALSE	"e"	NA	0	"GSM344189"
"661"	FALSE	"e"	NA	0	"GSM344191"
"663"	FALSE	"e"	NA	0	"GSM344193"
"665"	FALSE	"e"	NA	0	"GSM344195"
"667"	FALSE	"e"	NA	0	"GSM344197"
"669"	FALSE	"e"	NA	0	"GSM344199"
"671"	FALSE	"e"	NA	0	"GSM344201"
"673"	FALSE	"e"	NA	0	"GSM344203"
"675"	FALSE	"e"	NA	0	"GSM344205"
"677"	FALSE	"e"	NA	0	"GSM344207"
"679"	FALSE	"e"	NA	0	"GSM344209"
"735"	FALSE	"e"	NA	0	"GSM661253"
"743"	FALSE	"e"	NA	0	"GSM661261"
"781"	TRUE	"f"	NA	0	"GSM743947"
"782"	TRUE	"m"	"GSM743947"	4.0002	"GSM743948"
"783"	TRUE	"m"	"GSM743948"	4.0002	"GSM743949"
"784"	TRUE	"m"	"GSM743949"	3.9996	"GSM743950"
"810"	TRUE	"l"	"GSM743950"	104.0001804	"GSM743976"
"827"	TRUE	"f"	NA	0	"GSM743993"
"828"	TRUE	"m"	"GSM743993"	5.00004	"GSM743994"
"829"	TRUE	"m"	"GSM743994"	4.99998	"GSM743995"
"830"	TRUE	"l"	"GSM743995"	4.99998	"GSM743996"
"861"	TRUE	"f"	NA	0	"GSM744027"
"862"	TRUE	"m"	"GSM744027"	4.2	"GSM744028"
"863"	TRUE	"l"	"GSM744028"	3.6	"GSM744029"
"894"	TRUE	"f"	NA	0	"GSM816752"
"895"	TRUE	"m"	"GSM816752"	20	"GSM816753"
"896"	TRUE	"m"	"GSM816753"	20	"GSM816754"
"897"	TRUE	"l"	"GSM816754"	20	"GSM816755"
"911"	TRUE	"f"	NA	0	"GSM816769"
"914"	TRUE	"l"	"GSM816769"	60	"GSM816772"
"970"	FALSE	"e"	NA	0	"GSM1227263"
"978"	FALSE	"e"	NA	0	"GSM1227264"
"986"	FALSE	"e"	NA	0	"GSM1227265"
"1017"	TRUE	"f"	NA	0	"GSM1312347"
"1018"	TRUE	"l"	"GSM1312347"	60	"GSM1312348"
"1019"	TRUE	"f"	NA	0	"GSM1312349"
"1020"	TRUE	"l"	"GSM1312349"	60	"GSM1312350"
"1027"	FALSE	"e"	NA	0	"GSM1338357"
"1031"	FALSE	"e"	NA	0	"GSM1338358"
"1035"	FALSE	"e"	NA	0	"GSM1338359"
"1039"	FALSE	"e"	NA	0	"GSM1002486"
"1040"	FALSE	"e"	NA	0	"GSM1002487"
"1041"	FALSE	"e"	NA	0	"GSM1002488"
"1042"	FALSE	"e"	NA	0	"GSM1002489"
"1043"	FALSE	"e"	NA	0	"GSM1002490"
"1044"	FALSE	"e"	NA	0	"GSM1002491"
"1045"	FALSE	"e"	NA	0	"GSM1002492"
"1046"	FALSE	"e"	NA	0	"GSM1002493"
"1047"	FALSE	"e"	NA	0	"GSM1002494"
"1048"	FALSE	"e"	NA	0	"GSM1002495"
"1049"	FALSE	"e"	NA	0	"GSM1002496"
"1050"	FALSE	"e"	NA	0	"GSM1002497"
"1051"	FALSE	"e"	NA	0	"GSM1002498"
"1052"	FALSE	"e"	NA	0	"GSM1002499"
"1053"	FALSE	"e"	NA	0	"GSM1002500"
"1054"	FALSE	"e"	NA	0	"GSM1002501"
"1055"	FALSE	"e"	NA	0	"GSM1002502"
"1056"	FALSE	"e"	NA	0	"GSM1002503"
"1057"	FALSE	"e"	NA	0	"GSM1002504"
"1058"	FALSE	"e"	NA	0	"GSM1002505"
"1059"	FALSE	"e"	NA	0	"GSM1002506"
"1060"	FALSE	"e"	NA	0	"GSM1002507"
"1061"	FALSE	"e"	NA	0	"GSM1002508"
"1062"	FALSE	"e"	NA	0	"GSM1002509"
"1063"	FALSE	"e"	NA	0	"GSM1002510"
"1064"	FALSE	"e"	NA	0	"GSM1002511"
"1065"	FALSE	"e"	NA	0	"GSM1002512"
"1066"	FALSE	"e"	NA	0	"GSM1002513"
"1067"	FALSE	"e"	NA	0	"GSM1002514"
"1068"	FALSE	"e"	NA	0	"GSM1002515"
"1069"	FALSE	"e"	NA	0	"GSM1002516"
"1070"	FALSE	"e"	NA	0	"GSM1002517"
"1071"	FALSE	"e"	NA	0	"GSM1002518"
"1072"	FALSE	"e"	NA	0	"GSM1002519"
"1073"	FALSE	"e"	NA	0	"GSM1002520"
"1074"	FALSE	"e"	NA	0	"GSM1002521"
"1075"	FALSE	"e"	NA	0	"GSM1002522"
"1076"	FALSE	"e"	NA	0	"GSM1002523"
"1077"	FALSE	"e"	NA	0	"GSM1002524"
"1078"	FALSE	"e"	NA	0	"GSM1002525"
"1119"	FALSE	"e"	NA	0	"GSM1133620"
"1120"	FALSE	"e"	NA	0	"GSM1133621"
"1121"	FALSE	"e"	NA	0	"GSM1133622"
"1122"	FALSE	"e"	NA	0	"GSM1133623"
"1123"	FALSE	"e"	NA	0	"GSM1143769"
"1124"	FALSE	"e"	NA	0	"GSM1143770"
"1125"	FALSE	"e"	NA	0	"GSM1143771"
"1126"	FALSE	"e"	NA	0	"GSM1143772"
"1127"	FALSE	"e"	NA	0	"GSM1143773"
"1128"	FALSE	"e"	NA	0	"GSM1143774"
"1129"	FALSE	"e"	NA	0	"GSM1143775"
"1130"	FALSE	"e"	NA	0	"GSM1143776"
"1131"	FALSE	"e"	NA	0	"GSM1143777"
"1132"	FALSE	"e"	NA	0	"GSM1143778"
"1133"	FALSE	"e"	NA	0	"GSM1143779"
"1134"	FALSE	"e"	NA	0	"GSM1143780"
"1135"	FALSE	"e"	NA	0	"GSM1143781"
"1148"	FALSE	"e"	NA	0	"GSM1155288"
"1149"	FALSE	"e"	NA	0	"GSM1155289"
"1150"	FALSE	"e"	NA	0	"GSM1155290"
"1151"	FALSE	"e"	NA	0	"GSM1155291"
"1156"	FALSE	"e"	NA	0	"GSM1155296"
"1157"	FALSE	"e"	NA	0	"GSM1155297"
"1159"	FALSE	"e"	NA	0	"GSM1155299"
"1164"	FALSE	"e"	NA	0	"GSM1155304"
"1165"	FALSE	"e"	NA	0	"GSM1155305"
"1166"	FALSE	"e"	NA	0	"GSM1155306"
"1167"	FALSE	"e"	NA	0	"GSM1155307"
"1172"	FALSE	"e"	NA	0	"GSM1155312"
"1173"	FALSE	"e"	NA	0	"GSM1155313"
"1176"	FALSE	"e"	NA	0	"GSM1155316"
"1177"	FALSE	"e"	NA	0	"GSM1155317"
"1180"	FALSE	"e"	NA	0	"GSM1155320"
"1181"	FALSE	"e"	NA	0	"GSM1155321"
"1184"	FALSE	"e"	NA	0	"GSM116815"
"1185"	FALSE	"e"	NA	0	"GSM116816"
"1186"	FALSE	"e"	NA	0	"GSM116817"
"1187"	FALSE	"e"	NA	0	"GSM116818"
"1188"	FALSE	"e"	NA	0	"GSM116819"
"1189"	FALSE	"e"	NA	0	"GSM116820"
"1196"	FALSE	"e"	NA	0	"GSM1215190"
"1197"	FALSE	"e"	NA	0	"GSM1215191"
"1198"	FALSE	"e"	NA	0	"GSM1215192"
"1208"	FALSE	"e"	NA	0	"GSM1215237"
"1209"	FALSE	"e"	NA	0	"GSM1215238"
"1210"	FALSE	"e"	NA	0	"GSM1215239"
"1211"	FALSE	"e"	NA	0	"GSM1215240"
"1212"	FALSE	"e"	NA	0	"GSM1215241"
"1213"	FALSE	"e"	NA	0	"GSM1215242"
"1214"	FALSE	"e"	NA	0	"GSM1219339"
"1215"	FALSE	"e"	NA	0	"GSM1219340"
"1216"	FALSE	"e"	NA	0	"GSM1219341"
"1217"	FALSE	"e"	NA	0	"GSM1219342"
"1218"	FALSE	"e"	NA	0	"GSM1219343"
"1219"	FALSE	"e"	NA	0	"GSM1219344"
"1220"	FALSE	"e"	NA	0	"GSM1219345"
"1221"	FALSE	"e"	NA	0	"GSM1219346"
"1222"	FALSE	"e"	NA	0	"GSM1219347"
"1223"	FALSE	"e"	NA	0	"GSM1219348"
"1224"	FALSE	"e"	NA	0	"GSM1219349"
"1228"	FALSE	"e"	NA	0	"GSM1232978"
"1229"	FALSE	"e"	NA	0	"GSM1232979"
"1231"	FALSE	"e"	NA	0	"GSM1232981"
"1232"	FALSE	"e"	NA	0	"GSM1232982"
"1233"	FALSE	"e"	NA	0	"GSM1232983"
"1234"	FALSE	"e"	NA	0	"GSM1232984"
"1235"	FALSE	"e"	NA	0	"GSM1232985"
"1258"	FALSE	"e"	NA	0	"GSM1282746"
"1259"	FALSE	"e"	NA	0	"GSM1282747"
"1260"	FALSE	"e"	NA	0	"GSM1282748"
"1261"	FALSE	"e"	NA	0	"GSM1282749"
"1262"	FALSE	"e"	NA	0	"GSM1282750"
"1263"	FALSE	"e"	NA	0	"GSM1282751"
"1270"	FALSE	"e"	NA	0	"GSM1313455"
"1271"	FALSE	"e"	NA	0	"GSM1313456"
"1272"	FALSE	"e"	NA	0	"GSM1313457"
"1273"	FALSE	"e"	NA	0	"GSM1313458"
"1274"	FALSE	"e"	NA	0	"GSM1313459"
"1275"	FALSE	"e"	NA	0	"GSM1313460"
"1279"	FALSE	"e"	NA	0	"GSM1323018"
"1280"	FALSE	"e"	NA	0	"GSM1323019"
"1281"	FALSE	"e"	NA	0	"GSM1323020"
"1282"	FALSE	"e"	NA	0	"GSM1323021"
"1283"	FALSE	"e"	NA	0	"GSM1323022"
"1284"	FALSE	"e"	NA	0	"GSM1323023"
"1285"	FALSE	"e"	NA	0	"GSM1323024"
"1287"	FALSE	"e"	NA	0	"GSM1323026"
"1288"	FALSE	"e"	NA	0	"GSM1323027"
"1289"	FALSE	"e"	NA	0	"GSM1323028"
"1290"	FALSE	"e"	NA	0	"GSM1323029"
"1294"	FALSE	"e"	NA	0	"GSM1323033"
"1295"	FALSE	"e"	NA	0	"GSM1323034"
"1296"	FALSE	"e"	NA	0	"GSM1323035"
"1297"	FALSE	"e"	NA	0	"GSM1323036"
"1298"	FALSE	"e"	NA	0	"GSM1323037"
"1299"	FALSE	"e"	NA	0	"GSM1323038"
"1300"	FALSE	"e"	NA	0	"GSM1323039"
"1301"	FALSE	"e"	NA	0	"GSM1323040"
"1302"	FALSE	"e"	NA	0	"GSM1323041"
"1303"	FALSE	"e"	NA	0	"GSM1329157"
"1305"	FALSE	"e"	NA	0	"GSM1329159"
"1338"	FALSE	"e"	NA	0	"GSM1367031"
"1339"	FALSE	"e"	NA	0	"GSM1367032"
"1340"	FALSE	"e"	NA	0	"GSM1367033"
"1341"	FALSE	"e"	NA	0	"GSM1367034"
"1342"	FALSE	"e"	NA	0	"GSM1367035"
"1343"	FALSE	"e"	NA	0	"GSM1367036"
"1344"	FALSE	"e"	NA	0	"GSM1367037"
"1345"	FALSE	"e"	NA	0	"GSM1367038"
"1346"	FALSE	"e"	NA	0	"GSM1367039"
"1347"	FALSE	"e"	NA	0	"GSM1367040"
"1348"	FALSE	"e"	NA	0	"GSM1367041"
"1349"	FALSE	"e"	NA	0	"GSM1367042"
"1350"	FALSE	"e"	NA	0	"GSM1367043"
"1351"	FALSE	"e"	NA	0	"GSM1367044"
"1352"	FALSE	"e"	NA	0	"GSM1367045"
"1363"	FALSE	"e"	NA	0	"GSM1440289"
"1364"	FALSE	"e"	NA	0	"GSM1440290"
"1365"	FALSE	"e"	NA	0	"GSM1440291"
"1375"	FALSE	"e"	NA	0	"GSM1500723"
"1376"	FALSE	"e"	NA	0	"GSM1500724"
"1386"	FALSE	"e"	NA	0	"GSM1500734"
"1387"	FALSE	"e"	NA	0	"GSM1500735"
"1446"	FALSE	"e"	NA	0	"GSM206775"
"1447"	FALSE	"e"	NA	0	"GSM206776"
"1448"	FALSE	"e"	NA	0	"GSM206778"
"1451"	FALSE	"e"	NA	0	"GSM206784"
"1452"	FALSE	"e"	NA	0	"GSM206787"
"1453"	FALSE	"e"	NA	0	"GSM206788"
"1454"	FALSE	"e"	NA	0	"GSM206790"
"1455"	FALSE	"e"	NA	0	"GSM210016"
"1456"	FALSE	"e"	NA	0	"GSM210017"
"1457"	FALSE	"e"	NA	0	"GSM210018"
"1458"	FALSE	"e"	NA	0	"GSM210019"
"1459"	FALSE	"e"	NA	0	"GSM210020"
"1460"	FALSE	"e"	NA	0	"GSM210021"
"1461"	FALSE	"e"	NA	0	"GSM210022"
"1462"	FALSE	"e"	NA	0	"GSM210023"
"1463"	FALSE	"e"	NA	0	"GSM233176"
"1464"	FALSE	"e"	NA	0	"GSM233177"
"1465"	FALSE	"e"	NA	0	"GSM233178"
"1466"	FALSE	"e"	NA	0	"GSM233179"
"1467"	FALSE	"e"	NA	0	"GSM233180"
"1468"	FALSE	"e"	NA	0	"GSM233182"
"1469"	FALSE	"e"	NA	0	"GSM233184"
"1470"	FALSE	"e"	NA	0	"GSM233191"
"1471"	FALSE	"e"	NA	0	"GSM233193"
"1472"	FALSE	"e"	NA	0	"GSM233194"
"1473"	FALSE	"e"	NA	0	"GSM233195"
"1474"	FALSE	"e"	NA	0	"GSM233196"
"1483"	FALSE	"e"	NA	0	"GSM252363"
"1484"	FALSE	"e"	NA	0	"GSM252364"
"1485"	FALSE	"e"	NA	0	"GSM252365"
